id,name,pin_code,district_id,district_name,state_id,state_name,state_code,country_id,country_name
14990,Calcutta,700142,547,South 24 Parganas,36,West Bengal,WB,1,India
14991,Calcutta,700143,547,South 24 Parganas,36,West Bengal,WB,1,India
14994,Calcutta,700146,547,South 24 Parganas,36,West Bengal,WB,1,India
14995,Calcutta,700147,547,South 24 Parganas,36,West Bengal,WB,1,India
14996,Calcutta,700148,547,South 24 Parganas,36,West Bengal,WB,1,India
14997,Calcutta,700149,547,South 24 Parganas,36,West Bengal,WB,1,India
14998,Sonarpur,700150,547,South 24 Parganas,36,West Bengal,WB,1,India
14999,Calcutta,700151,547,South 24 Parganas,36,West Bengal,WB,1,India
15000,Calcutta,700152,547,South 24 Parganas,36,West Bengal,WB,1,India
15001,Calcutta,700153,547,South 24 Parganas,36,West Bengal,WB,1,India
15002,Calcutta,700154,547,South 24 Parganas,36,West Bengal,WB,1,India
15006,Calcutta,700158,422,North 24 Parganas,36,West Bengal,WB,1,India
15008,Calcutta,700160,422,North 24 Parganas,36,West Bengal,WB,1,India
15108,Dasghara,712402,229,Hooghly,36,West Bengal,WB,1,India
15125,South Bengal,712419,229,Hooghly,36,West Bengal,WB,1,India
15159,Burdwan - II,713124,52,Bardhaman,36,West Bengal,WB,1,India
15162,Gushkara,713127,52,Bardhaman,36,West Bengal,WB,1,India
15168,Burdwan - II,713141,52,Bardhaman,36,West Bengal,WB,1,India
15180,Gushkara,713153,52,Bardhaman,36,West Bengal,WB,1,India
15181,South Bengal,713154,52,Bardhaman,36,West Bengal,WB,1,India
15183,South Bengal,713156,52,Bardhaman,36,West Bengal,WB,1,India
15184,South Bengal,713157,52,Bardhaman,36,West Bengal,WB,1,India
15185,South Bengal,713158,52,Bardhaman,36,West Bengal,WB,1,India
15186,South Bengal,713160,52,Bardhaman,36,West Bengal,WB,1,India
15187,South Bengal,713162,52,Bardhaman,36,West Bengal,WB,1,India
15188,South Bengal,713165,52,Bardhaman,36,West Bengal,WB,1,India
15190,South Bengal,713167,52,Bardhaman,36,West Bengal,WB,1,India
15193,South Bengal,713170,52,Bardhaman,36,West Bengal,WB,1,India
15195,South Bengal,713172,52,Bardhaman,36,West Bengal,WB,1,India
15196,South Bengal,713173,52,Bardhaman,36,West Bengal,WB,1,India
15204,Durgapur Mc,713208,52,Bardhaman,36,West Bengal,WB,1,India
15268,South Bengal,713386,52,Bardhaman,36,West Bengal,WB,1,India
15269,Memari,713401,52,Bardhaman,36,West Bengal,WB,1,India
15270,South Bengal,713402,52,Bardhaman,36,West Bengal,WB,1,India
15271,Burdwan,713403,52,Bardhaman,36,West Bengal,WB,1,India
15278,South Bengal,713419,52,Bardhaman,36,West Bengal,WB,1,India
15284,South Bengal,713425,47,Bankura,36,West Bengal,WB,1,India
15289,South Bengal,713430,52,Bardhaman,36,West Bengal,WB,1,India
15290,South Bengal,713432,52,Bardhaman,36,West Bengal,WB,1,India
15291,South Bengal,713433,52,Bardhaman,36,West Bengal,WB,1,India
15292,South Bengal,713434,52,Bardhaman,36,West Bengal,WB,1,India
15293,South Bengal,713501,52,Bardhaman,36,West Bengal,WB,1,India
15299,South Bengal,713516,52,Bardhaman,36,West Bengal,WB,1,India
15300,South Bengal,713517,47,Bankura,36,West Bengal,WB,1,India
15302,South Bengal,713520,52,Bardhaman,36,West Bengal,WB,1,India
15538,Birbhum,731133,85,Birbhum,36,West Bengal,WB,1,India
15539,Birbhum,731201,85,Birbhum,36,West Bengal,WB,1,India
15749,Dinhata,736145,122,Cooch Behar,36,West Bengal,WB,1,India
15809,Calcutta,741139,396,Nadia,36,West Bengal,WB,1,India
15818,Kaliganj,741157,396,Nadia,36,West Bengal,WB,1,India
15820,Calcutta,741159,396,Nadia,36,West Bengal,WB,1,India
15837,Calcutta,741235,396,Nadia,36,West Bengal,WB,1,India
15850,Ranaghat - II,741256,396,Nadia,36,West Bengal,WB,1,India
15863,Hanskhali,741502,396,Nadia,36,West Bengal,WB,1,India
15903,Beldanga - II,742189,391,Murshidabad,36,West Bengal,WB,1,India
15940,Calcutta,743130,422,North 24 Parganas,36,West Bengal,WB,1,India
15944,Calcutta,743136,422,North 24 Parganas,36,West Bengal,WB,1,India
15947,Barrackpur - I,743165,422,North 24 Parganas,36,West Bengal,WB,1,India
15980,Basanti,743312,547,South 24 Parganas,36,West Bengal,WB,1,India
15981,Budge Budge - II,743318,547,South 24 Parganas,36,West Bengal,WB,1,India
15982,Canning - I,743329,547,South 24 Parganas,36,West Bengal,WB,1,India
15985,Magrahat - I,743332,547,South 24 Parganas,36,West Bengal,WB,1,India
15986,Kulpi,743336,547,South 24 Parganas,36,West Bengal,WB,1,India
15988,Jaynagar - II,743338,547,South 24 Parganas,36,West Bengal,WB,1,India
15990,Kakdwip,743347,547,South 24 Parganas,36,West Bengal,WB,1,India
15991,Kulpi,743348,547,South 24 Parganas,36,West Bengal,WB,1,India
15993,Kulpi,743351,547,South 24 Parganas,36,West Bengal,WB,1,India
15997,Namkhana,743357,547,South 24 Parganas,36,West Bengal,WB,1,India
16000,Gosaba,743370,547,South 24 Parganas,36,West Bengal,WB,1,India
16001,Mathurapur - I,743371,547,South 24 Parganas,36,West Bengal,WB,1,India
16002,Jaynagar - I,743372,547,South 24 Parganas,36,West Bengal,WB,1,India
16003,Sagar,743373,547,South 24 Parganas,36,West Bengal,WB,1,India
16005,Magrahat - II,743375,547,South 24 Parganas,36,West Bengal,WB,1,India
16006,Canning - I,743376,547,South 24 Parganas,36,West Bengal,WB,1,India
16007,Bakrahat,743377,547,South 24 Parganas,36,West Bengal,WB,1,India
16008,Gosaba,743378,547,South 24 Parganas,36,West Bengal,WB,1,India
16009,Kultali,743383,547,South 24 Parganas,36,West Bengal,WB,1,India
16033,Bhangar - I,743502,547,South 24 Parganas,36,West Bengal,WB,1,India
16034,Bishnupur - I,743503,547,South 24 Parganas,36,West Bengal,WB,1,India
16037,Magrahat - II,743609,547,South 24 Parganas,36,West Bengal,WB,1,India
16038,Baruipur,743610,547,South 24 Parganas,36,West Bengal,WB,1,India
16039,Baruipur,743611,547,South 24 Parganas,36,West Bengal,WB,1,India
16040,Baruipur,743613,547,South 24 Parganas,36,West Bengal,WB,1,India
16208,Athagarh,754029,125,Cuttack,26,Odisha,OR,1,India
16228,Naugaonhat,754113,125,Cuttack,26,Odisha,OR,1,India
16711,Berhampur,764006,322,Koraput,26,Odisha,OR,1,India
16890,Sambalpur,768118,502,Sambalpur,26,Odisha,OR,1,India
17012,Guwahati HQ,781040,274,Kamrup,4,Assam,AS,1,India
17042,Barkhetri,781305,57,Barpeta,4,Assam,AS,1,India
17044,Sarthebari,781307,57,Barpeta,4,Assam,AS,1,India
17045,Mandia,781308,57,Barpeta,4,Assam,AS,1,India
17048,Nagaon,781311,57,Barpeta,4,Assam,AS,1,India
17049,Rampur,781312,403,Nalbari,4,Assam,AS,1,India
17050,Simlaguri,781313,57,Barpeta,4,Assam,AS,1,India
17051,Santinagar,781314,57,Barpeta,4,Assam,AS,1,India
17052,Barpetaroad,781315,57,Barpeta,4,Assam,AS,1,India
17053,Howly,781316,57,Barpeta,4,Assam,AS,1,India
17054,Sorbhog,781317,57,Barpeta,4,Assam,AS,1,India
17055,Sarupeta,781318,57,Barpeta,4,Assam,AS,1,India
17056,Kalgachia,781319,57,Barpeta,4,Assam,AS,1,India
17057,Mayanbari,781321,57,Barpeta,4,Assam,AS,1,India
17058,Pathsala,781325,57,Barpeta,4,Assam,AS,1,India
17059,Patacharkuchi,781326,57,Barpeta,4,Assam,AS,1,India
17060,Jalahghat,781327,57,Barpeta,4,Assam,AS,1,India
17062,Barkhetri,781329,57,Barpeta,4,Assam,AS,1,India
17063,Kokilabari,781330,57,Barpeta,4,Assam,AS,1,India
17068,Barkhetri,781338,403,Nalbari,4,Assam,AS,1,India
17077,Nizdhamdhama,781349,403,Nalbari,4,Assam,AS,1,India
17078,Barkhetri,781350,274,Kamrup,4,Assam,AS,1,India
17088,Bajali,781367,403,Nalbari,4,Assam,AS,1,India
17089,Nagrijuli,781368,403,Nalbari,4,Assam,AS,1,India
17092,Tihu,781371,403,Nalbari,4,Assam,AS,1,India
17095,Guwahati HQ,781374,403,Nalbari,4,Assam,AS,1,India
17098,Thamna,781377,403,Nalbari,4,Assam,AS,1,India
17120,Nagaon,782128,397,Nagaon,4,Assam,AS,1,India
17189,Agomoni,783335,152,Dhubri,4,Assam,AS,1,India
17347,Dibrugarh,785669,527,Sibsagar,4,Assam,AS,1,India
17378,Dibrugarh,785705,527,Sibsagar,4,Assam,AS,1,India
17454,Guwahati HQ,788001,97,Cachar,4,Assam,AS,1,India
17455,Guwahati HQ,788002,97,Cachar,4,Assam,AS,1,India
17456,Silchar,788003,97,Cachar,4,Assam,AS,1,India
17457,Guwahati HQ,788004,97,Cachar,4,Assam,AS,1,India
17460,Guwahati HQ,788007,97,Cachar,4,Assam,AS,1,India
17461,Guwahati HQ,788009,97,Cachar,4,Assam,AS,1,India
17462,Guwahati HQ,788010,97,Cachar,4,Assam,AS,1,India
17463,Guwahati HQ,788011,97,Cachar,4,Assam,AS,1,India
17464,Guwahati HQ,788013,97,Cachar,4,Assam,AS,1,India
17465,Guwahati HQ,788014,97,Cachar,4,Assam,AS,1,India
17466,Guwahati HQ,788015,97,Cachar,4,Assam,AS,1,India
17467,Guwahati HQ,788025,97,Cachar,4,Assam,AS,1,India
17468,Guwahati HQ,788026,97,Cachar,4,Assam,AS,1,India
17469,Guwahati HQ,788030,97,Cachar,4,Assam,AS,1,India
17470,Guwahati HQ,788031,97,Cachar,4,Assam,AS,1,India
17471,Guwahati HQ,788098,97,Cachar,4,Assam,AS,1,India
17472,Guwahati HQ,788099,97,Cachar,4,Assam,AS,1,India
17473,Guwahati HQ,788101,97,Cachar,4,Assam,AS,1,India
17474,Guwahati HQ,788102,97,Cachar,4,Assam,AS,1,India
17475,Guwahati HQ,788103,97,Cachar,4,Assam,AS,1,India
17476,Guwahati HQ,788104,97,Cachar,4,Assam,AS,1,India
17477,Guwahati HQ,788106,97,Cachar,4,Assam,AS,1,India
17478,Guwahati HQ,788107,97,Cachar,4,Assam,AS,1,India
17479,Guwahati HQ,788108,97,Cachar,4,Assam,AS,1,India
17480,Guwahati HQ,788109,97,Cachar,4,Assam,AS,1,India
17481,Guwahati HQ,788110,97,Cachar,4,Assam,AS,1,India
17483,Cleaver House,788112,97,Cachar,4,Assam,AS,1,India
17484,Guwahati HQ,788113,97,Cachar,4,Assam,AS,1,India
17485,Guwahati HQ,788114,97,Cachar,4,Assam,AS,1,India
17486,Guwahati HQ,788115,97,Cachar,4,Assam,AS,1,India
17487,Guwahati HQ,788116,97,Cachar,4,Assam,AS,1,India
17488,Guwahati HQ,788117,216,Hailakandi,4,Assam,AS,1,India
17489,Guwahati HQ,788118,97,Cachar,4,Assam,AS,1,India
17490,Guwahati HQ,788119,97,Cachar,4,Assam,AS,1,India
17491,Guwahati HQ,788120,97,Cachar,4,Assam,AS,1,India
17492,Guwahati HQ,788121,97,Cachar,4,Assam,AS,1,India
17493,Guwahati HQ,788123,97,Cachar,4,Assam,AS,1,India
17494,Guwahati HQ,788126,97,Cachar,4,Assam,AS,1,India
17495,Guwahati HQ,788127,97,Cachar,4,Assam,AS,1,India
17496,Guwahati HQ,788150,216,Hailakandi,4,Assam,AS,1,India
17497,Guwahati HQ,788151,97,Cachar,4,Assam,AS,1,India
17498,Guwahati HQ,788152,216,Hailakandi,4,Assam,AS,1,India
17499,Guwahati HQ,788155,216,Hailakandi,4,Assam,AS,1,India
17500,Guwahati HQ,788156,216,Hailakandi,4,Assam,AS,1,India
17501,Guwahati HQ,788160,216,Hailakandi,4,Assam,AS,1,India
17502,Guwahati HQ,788161,216,Hailakandi,4,Assam,AS,1,India
17503,Guwahati HQ,788162,216,Hailakandi,4,Assam,AS,1,India
17504,Guwahati HQ,788163,216,Hailakandi,4,Assam,AS,1,India
17505,Guwahati HQ,788164,216,Hailakandi,4,Assam,AS,1,India
17506,Guwahati HQ,788165,216,Hailakandi,4,Assam,AS,1,India
17507,Guwahati HQ,788166,290,Karimganj,4,Assam,AS,1,India
17508,Guwahati HQ,788168,216,Hailakandi,4,Assam,AS,1,India
17509,Guwahati HQ,788701,290,Karimganj,4,Assam,AS,1,India
17510,Guwahati HQ,788709,290,Karimganj,4,Assam,AS,1,India
17511,Karimanj,788710,290,Karimganj,4,Assam,AS,1,India
17512,Guwahati HQ,788711,290,Karimganj,4,Assam,AS,1,India
17513,Guwahati HQ,788712,290,Karimganj,4,Assam,AS,1,India
17514,Guwahati HQ,788713,290,Karimganj,4,Assam,AS,1,India
17515,Guwahati HQ,788719,290,Karimganj,4,Assam,AS,1,India
17516,Guwahati HQ,788720,290,Karimganj,4,Assam,AS,1,India
17517,Guwahati HQ,788722,290,Karimganj,4,Assam,AS,1,India
17518,Guwahati HQ,788723,290,Karimganj,4,Assam,AS,1,India
17519,Guwahati HQ,788724,290,Karimganj,4,Assam,AS,1,India
17520,Guwahati HQ,788725,290,Karimganj,4,Assam,AS,1,India
17521,Guwahati HQ,788726,290,Karimganj,4,Assam,AS,1,India
17522,Guwahati HQ,788727,290,Karimganj,4,Assam,AS,1,India
17523,Guwahati HQ,788728,290,Karimganj,4,Assam,AS,1,India
17524,Guwahati HQ,788733,290,Karimganj,4,Assam,AS,1,India
17525,Guwahati HQ,788734,216,Hailakandi,4,Assam,AS,1,India
17526,Guwahati HQ,788735,216,Hailakandi,4,Assam,AS,1,India
17527,Guwahati HQ,788736,216,Hailakandi,4,Assam,AS,1,India
17528,Guwahati HQ,788737,216,Hailakandi,4,Assam,AS,1,India
17529,Guwahati HQ,788781,290,Karimganj,4,Assam,AS,1,India
17530,Guwahati HQ,788801,216,Hailakandi,4,Assam,AS,1,India
17531,Guwahati HQ,788802,216,Hailakandi,4,Assam,AS,1,India
17532,Guwahati HQ,788803,290,Karimganj,4,Assam,AS,1,India
17533,Guwahati HQ,788804,97,Cachar,4,Assam,AS,1,India
17534,Guwahati HQ,788805,97,Cachar,4,Assam,AS,1,India
17535,Guwahati HQ,788806,290,Karimganj,4,Assam,AS,1,India
17536,Guwahati HQ,788815,97,Cachar,4,Assam,AS,1,India
17537,Guwahati HQ,788816,97,Cachar,4,Assam,AS,1,India
17538,Guwahati HQ,788817,97,Cachar,4,Assam,AS,1,India
17539,Guwahati HQ,788818,424,North Cachar Hills,4,Assam,AS,1,India
17540,Guwahati HQ,788819,424,North Cachar Hills,4,Assam,AS,1,India
17541,Guwahati HQ,788820,424,North Cachar Hills,4,Assam,AS,1,India
17542,Guwahati HQ,788830,424,North Cachar Hills,4,Assam,AS,1,India
17543,Guwahati HQ,788831,424,North Cachar Hills,4,Assam,AS,1,India
17544,Guwahati HQ,788832,424,North Cachar Hills,4,Assam,AS,1,India
17545,Guwahati HQ,788931,424,North Cachar Hills,4,Assam,AS,1,India
17610,Shillong HQ,793018,169,East Khasi Hills,23,Meghalaya,ML,1,India
17628,Shillong HQ,793115,620,West Khasi Hills,23,Meghalaya,ML,1,India
17638,Shillong HQ,793210,240,Jaintia Hills,23,Meghalaya,ML,1,India
17641,Shillong HQ,794003,617,West Garo Hills,23,Meghalaya,ML,1,India
17655,Rongra,794114,551,South Garo Hills,23,Meghalaya,ML,1,India
17798,Sadar,799001,626,West Tripura,33,Tripura,TR,1,India
17801,Sadar,799004,626,West Tripura,33,Tripura,TR,1,India
17802,Shillong HQ,799005,626,West Tripura,33,Tripura,TR,1,India
17804,Sadar,799007,626,West Tripura,33,Tripura,TR,1,India
17807,Shillong HQ,799010,626,West Tripura,33,Tripura,TR,1,India
17809,Udaipur,799013,554,South Tripura,33,Tripura,TR,1,India
17827,Jolaibari,799141,554,South Tripura,33,Tripura,TR,1,India
17834,Beloniya,799155,554,South Tripura,33,Tripura,TR,1,India
17836,Rajnagar,799157,554,South Tripura,33,Tripura,TR,1,India
17851,Panisagar,799260,430,North Tripura,33,Tripura,TR,1,India
17901,Patna HQ,800028,448,Patna,5,Bihar,BR,1,India
17915,Islampur,801303,402,Nalanda,5,Bihar,BR,1,India
18016,Patna City,803202,448,Patna,5,Bihar,BR,1,India
18060,Akbarpur,805102,413,Nawada,5,Bihar,BR,1,India
18061,Patna HQ,805103,413,Nawada,5,Bihar,BR,1,India
18063,Patna HQ,805105,402,Nalanda,5,Bihar,BR,1,India
18064,Kawakol,805106,413,Nawada,5,Bihar,BR,1,India
18067,Patna HQ,805109,413,Nawada,5,Bihar,BR,1,India
18069,Nawada,805111,413,Nawada,5,Bihar,BR,1,India
18072,Narhat,805122,413,Nawada,5,Bihar,BR,1,India
18073,Nardiganj,805123,413,Nawada,5,Bihar,BR,1,India
18075,Rajauli,805125,413,Nawada,5,Bihar,BR,1,India
18076,Akbarpur,805126,413,Nawada,5,Bihar,BR,1,India
18077,Sirdala,805127,413,Nawada,5,Bihar,BR,1,India
18078,Akbarpur,805128,198,Gaya,5,Bihar,BR,1,India
18079,Hisua,805129,413,Nawada,5,Bihar,BR,1,India
18080,Warisaliganj,805130,413,Nawada,5,Bihar,BR,1,India
18081,Patna HQ,805131,198,Gaya,5,Bihar,BR,1,India
18085,Patna HQ,805141,413,Nawada,5,Bihar,BR,1,India
18152,Ramgarah,814102,161,Dumka,16,Jharkhand,JH,1,India
18168,Deoghar,814142,140,Deoghar,16,Jharkhand,JH,1,India
18191,Giridih,815311,201,Giridh,16,Jharkhand,JH,1,India
18202,Jamtara,815354,252,Jamtara,16,Jharkhand,JH,1,India
18205,Kundahit,815359,252,Jamtara,16,Jharkhand,JH,1,India
18327,Pirtand,825108,201,Giridh,16,Jharkhand,JH,1,India
18329,Ranchi,825132,313,Koderma,16,Jharkhand,JH,1,India
18435,Ranchi,828404,87,Bokaro,16,Jharkhand,JH,1,India
18439,Bokaro,829104,87,Bokaro,16,Jharkhand,JH,1,India
18444,Ramgarh,829109,479,Ramgarh,16,Jharkhand,JH,1,India
18463,Ranchi,829131,479,Ramgarh,16,Jharkhand,JH,1,India
18494,Ranchi,831013,625,West Singhbhum,16,Jharkhand,JH,1,India
18500,Ranchi,831019,174,East Singhbhum,16,Jharkhand,JH,1,India
18512,Ranchi,832111,174,East Singhbhum,16,Jharkhand,JH,1,India
18518,East Singhbhum,832401,514,Seraikela-kharsawan,16,Jharkhand,JH,1,India
18553,Ranchi,834011,481,Ranchi,16,Jharkhand,JH,1,India
18558,Bero,835202,481,Ranchi,16,Jharkhand,JH,1,India
18686,Muzaffarpur,841446,540,Siwan,5,Bihar,BR,1,India
18697,Muzaffarpur,842001,393,Muzaffarpur,5,Bihar,BR,1,India
18699,Mushahari,842003,393,Muzaffarpur,5,Bihar,BR,1,India
18737,Bairgania,843313,537,Sitamarhi,5,Bihar,BR,1,India
18847,Darbhanga,846001,132,Darbhanga,5,Bihar,BR,1,India
18849,Darbhanga,846003,132,Darbhanga,5,Bihar,BR,1,India
18850,Darbhanga,846004,132,Darbhanga,5,Bihar,BR,1,India
18852,Muzaffarpur,846006,132,Darbhanga,5,Bihar,BR,1,India
18854,Muzaffarpur,846008,132,Darbhanga,5,Bihar,BR,1,India
18866,Darbhanga,847121,132,Darbhanga,5,Bihar,BR,1,India
18997,Saraigarh,852105,560,Supaul,5,Bihar,BR,1,India
19009,Madhepura,852121,354,Madhepura,5,Bihar,BR,1,India
19011,Nauhatta,852123,560,Supaul,5,Bihar,BR,1,India
19012,Satar Kataiya,852124,497,Saharsa,5,Bihar,BR,1,India
19015,Simri Bakhtiarpur,852127,497,Saharsa,5,Bihar,BR,1,India
19018,Supaul,852130,560,Supaul,5,Bihar,BR,1,India
19051,Muzaffarpur,854112,295,Katihar,5,Bihar,BR,1,India
19061,Purnea,854205,464,Purnia,5,Bihar,BR,1,India
19089,Basantpur,854340,560,Supaul,5,Bihar,BR,1,India
